loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36,loc37,loc38,corrAns,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,instr1.started,instr1.stopped,keyResp1.keys,keyResp1.rt,keyResp1.started,keyResp1.stopped,l1ex.started,l1ex.stopped,l2ex.started,l2ex.stopped,t1ex.started,t1ex.stopped,tTex.started,tTex.stopped,trialFix.started,trialFix.stopped,trialL11.started,trialL11.stopped,trialL12.started,trialL12.stopped,trialL21.started,trialL21.stopped,trialL22.started,trialL22.stopped,trialT11.started,trialT11.stopped,trialT12.started,trialT12.stopped,trialL13.started,trialL13.stopped,trialL14.started,trialL14.stopped,trialL23.started,trialL23.stopped,trialL24.started,trialL24.stopped,trialT13.started,trialT13.stopped,trialT14.started,trialT14.stopped,trialL15.started,trialL15.stopped,trialL16.started,trialL16.stopped,trialL25.started,trialL25.stopped,trialL26.started,trialL26.stopped,trialT15.started,trialT15.stopped,trialT16.started,trialT16.stopped,trialTT.started,trialTT.stopped,trialResp.keys,trialResp.corr,trialResp.rt,trialResp.started,trialResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.829209199990146,None,space,3.301128500024788,15.829209199990146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,2020_Jun_15_1531,vSearchAlpha7,2020.1.3,59.842076755181566,
-0.2,-0.2,-0.4,0.4,-0.4,0.0,0.4,0.2,-0.4,-0.4,0.4,-0.2,0.4,0.4,0.2,0.4,0.0,0.2,0.2,0.0,0.2,-0.4,-0.2,0.4,0.0,-0.4,-0.2,0.2,0.2,0.2,-0.2,0.0,0.2,-0.2,0.4,-0.4,None,None,k,1,1,0,0,0,0,,,,,,,15.829209199990146,None,15.829209199990146,None,15.829209199990146,None,15.829209199990146,None,19.280801700020675,20.298904999974184,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,20.28168190002907,None,s,0,1.8326244000345469,20.28168190002907,None,a,001,2020_Jun_15_1531,vSearchAlpha7,2020.1.3,59.842076755181566,
